Respid,ConjointFinal,dR,dProfile,Immigrant_preferred,Application,Country,Language,Profession,Employment,Gender,Ethnicity
288,3x1,350,1,1,Short-term work,Japan,Fluent Korean,Agricultural worker,Job interviews only,Male,Non-ethnic Korean
288,3x2,350,2,0,Claim asylum,Yemen,Spoke via interpreter,Childcare provider,Has contract with employer,Male,Ethnic Korean
288,4x1,350,1,1,Claim asylum,Yemen,Fluent Korean,Agricultural worker,No plans to look for work,Female,Non-ethnic Korean
288,4x2,350,2,0,Claim asylum,Japan,Broken Korean,Computer programmer,Will look for work after arrival,Male,Ethnic Korean
288,5x1,350,1,0,Short-term work,North Korea,Broken Korean,Childcare provider,Has contract with employer,Male,Non-ethnic Korean
288,5x2,350,2,1,Short-term work,China,Tried Korean but unable,Childcare provider,Will look for work after arrival,Female,Non-ethnic Korean
288,6x1,350,1,1,Claim asylum,China,Spoke via interpreter,Teacher,Job interviews only,Female,Ethnic Korean
288,6x2,350,2,0,Claim asylum,North Korea,Broken Korean,Research scientist,Will look for work after arrival,Female,Non-ethnic Korean
290,1x1,352,1,0,Claim asylum,Yemen,Tried Korean but unable,Doctor,Will look for work after arrival,Male,Ethnic Korean
290,1x2,352,2,1,Claim asylum,United States,Fluent Korean,Doctor,Will look for work after arrival,Male,Ethnic Korean
290,2x1,352,1,1,Claim asylum,Yemen,Spoke via interpreter,Teacher,Has contract with employer,Female,Ethnic Korean
290,2x2,352,2,0,Study,United States,Tried Korean but unable,Doctor,No plans to look for work,Female,Non-ethnic Korean
290,3x1,352,1,0,Study,Japan,Spoke via interpreter,Childcare provider,Has contract with employer,Male,Non-ethnic Korean
290,3x2,352,2,1,Resettle,United States,Fluent Korean,Nurse,Has contract with employer,Female,Ethnic Korean
290,4x1,352,1,1,Short-term work,United States,Fluent Korean,Doctor,Job interviews only,Male,Ethnic Korean
290,4x2,352,2,0,Study,Japan,Broken Korean,Office worker,Has contract with employer,Female,Ethnic Korean
290,5x1,352,1,1,Short-term work,North Korea,Fluent Korean,Doctor,Has contract with employer,Male,Ethnic Korean
290,5x2,352,2,0,Resettle,Vietnam,Broken Korean,Teacher,Will look for work after arrival,Female,Non-ethnic Korean
290,6x1,352,1,0,Study,Vietnam,Spoke via interpreter,Computer programmer,Will look for work after arrival,Male,Ethnic Korean
290,6x2,352,2,1,Study,North Korea,Fluent Korean,Research scientist,Has contract with employer,Female,Ethnic Korean
291,1x1,353,1,1,Claim asylum,Yemen,Spoke via interpreter,Research scientist,Job interviews only,Male,Non-ethnic Korean
291,1x2,353,2,0,Claim asylum,Vietnam,Broken Korean,Childcare provider,No plans to look for work,Female,Ethnic Korean
291,2x1,353,1,0,Resettle,China,Broken Korean,Computer programmer,Has contract with employer,Male,Ethnic Korean
291,2x2,353,2,1,Short-term work,Japan,Spoke via interpreter,Teacher,Has contract with employer,Female,Non-ethnic Korean
291,3x1,353,1,0,Study,United States,Spoke via interpreter,Agricultural worker,Will look for work after arrival,Female,Ethnic Korean
291,3x2,353,2,1,Claim asylum,United States,Broken Korean,Doctor,Has contract with employer,Male,Ethnic Korean
291,4x1,353,1,0,Study,China,Tried Korean but unable,Agricultural worker,Job interviews only,Female,Ethnic Korean
291,4x2,353,2,1,Short-term work,North Korea,Fluent Korean,Agricultural worker,Will look for work after arrival,Female,Non-ethnic Korean
291,5x1,353,1,1,Resettle,Vietnam,Fluent Korean,Office worker,Will look for work after arrival,Male,Ethnic Korean
291,5x2,353,2,0,Short-term work,United States,Spoke via interpreter,Childcare provider,No plans to look for work,Male,Non-ethnic Korean
291,6x1,353,1,0,Short-term work,Vietnam,Spoke via interpreter,Computer programmer,Job interviews only,Male,Non-ethnic Korean
291,6x2,353,2,1,Resettle,China,Spoke via interpreter,Nurse,Has contract with employer,Female,Ethnic Korean
295,1x1,357,1,1,Study,United States,Fluent Korean,Childcare provider,Will look for work after arrival,Female,Ethnic Korean
295,1x2,357,2,0,Resettle,China,Fluent Korean,Research scientist,Has contract with employer,Male,Ethnic Korean
295,2x1,357,1,1,Claim asylum,Japan,Spoke via interpreter,Childcare provider,Has contract with employer,Female,Non-ethnic Korean
295,2x2,357,2,0,Claim asylum,Yemen,Spoke via interpreter,Nurse,No plans to look for work,Female,Ethnic Korean
295,3x1,357,1,1,Study,Vietnam,Broken Korean,Doctor,Will look for work after arrival,Male,Non-ethnic Korean
295,3x2,357,2,0,Resettle,Yemen,Broken Korean,Teacher,Will look for work after arrival,Male,Non-ethnic Korean
295,4x1,357,1,1,Short-term work,Japan,Spoke via interpreter,Office worker,Will look for work after arrival,Female,Ethnic Korean
295,4x2,357,2,0,Claim asylum,Vietnam,Spoke via interpreter,Teacher,No plans to look for work,Male,Ethnic Korean
295,5x1,357,1,0,Resettle,North Korea,Broken Korean,Computer programmer,No plans to look for work,Male,Ethnic Korean
295,5x2,357,2,1,Resettle,China,Tried Korean but unable,Doctor,No plans to look for work,Male,Ethnic Korean
295,6x1,357,1,1,Study,China,Fluent Korean,Doctor,Has contract with employer,Female,Non-ethnic Korean
295,6x2,357,2,0,Resettle,Yemen,Broken Korean,Childcare provider,Has contract with employer,Male,Ethnic Korean
298,1x1,360,1,0,Short-term work,North Korea,Tried Korean but unable,Computer programmer,No plans to look for work,Male,Ethnic Korean
298,1x2,360,2,1,Short-term work,Japan,Tried Korean but unable,Childcare provider,Has contract with employer,Female,Non-ethnic Korean
298,2x1,360,1,0,Claim asylum,Yemen,Fluent Korean,Teacher,No plans to look for work,Female,Non-ethnic Korean
298,2x2,360,2,1,Study,North Korea,Fluent Korean,Teacher,Job interviews only,Male,Non-ethnic Korean
298,3x1,360,1,1,Study,United States,Broken Korean,Research scientist,Has contract with employer,Male,Non-ethnic Korean
298,3x2,360,2,0,Claim asylum,North Korea,Tried Korean but unable,Office worker,Will look for work after arrival,Female,Ethnic Korean
298,4x1,360,1,1,Resettle,Japan,Spoke via interpreter,Childcare provider,Has contract with employer,Male,Ethnic Korean
298,4x2,360,2,0,Resettle,Yemen,Broken Korean,Childcare provider,Will look for work after arrival,Female,Non-ethnic Korean
298,5x1,360,1,0,Short-term work,Japan,Fluent Korean,Computer programmer,No plans to look for work,Male,Ethnic Korean
298,5x2,360,2,1,Claim asylum,United States,Fluent Korean,Doctor,Has contract with employer,Female,Ethnic Korean
298,6x1,360,1,1,Short-term work,Japan,Fluent Korean,Doctor,Will look for work after arrival,Male,Ethnic Korean
298,6x2,360,2,0,Short-term work,Vietnam,Spoke via interpreter,Computer programmer,No plans to look for work,Female,Ethnic Korean
299,1x1,361,1,0,Claim asylum,Yemen,Tried Korean but unable,Office worker,Has contract with employer,Male,Non-ethnic Korean
299,1x2,361,2,1,Resettle,North Korea,Fluent Korean,Nurse,Will look for work after arrival,Female,Ethnic Korean
299,2x1,361,1,0,Short-term work,Vietnam,Tried Korean but unable,Agricultural worker,Will look for work after arrival,Female,Non-ethnic Korean
299,2x2,361,2,1,Study,North Korea,Fluent Korean,Computer programmer,No plans to look for work,Female,Ethnic Korean
299,3x1,361,1,1,Study,Vietnam,Broken Korean,Nurse,No plans to look for work,Female,Non-ethnic Korean
299,3x2,361,2,0,Short-term work,China,Fluent Korean,Teacher,Has contract with employer,Male,Non-ethnic Korean
299,4x1,361,1,0,Resettle,Yemen,Spoke via interpreter,Computer programmer,Job interviews only,Male,Ethnic Korean
299,4x2,361,2,1,Resettle,Yemen,Fluent Korean,Agricultural worker,Has contract with employer,Female,Non-ethnic Korean
299,5x1,361,1,0,Claim asylum,North Korea,Broken Korean,Teacher,No plans to look for work,Male,Ethnic Korean
299,5x2,361,2,1,Short-term work,Japan,Fluent Korean,Computer programmer,No plans to look for work,Female,Ethnic Korean
299,6x1,361,1,0,Resettle,Yemen,Tried Korean but unable,Teacher,Job interviews only,Female,Non-ethnic Korean
299,6x2,361,2,1,Claim asylum,United States,Fluent Korean,Doctor,No plans to look for work,Female,Ethnic Korean
300,1x1,362,1,0,Resettle,Vietnam,Spoke via interpreter,Research scientist,Has contract with employer,Female,Non-ethnic Korean
300,1x2,362,2,1,Resettle,North Korea,Fluent Korean,Childcare provider,Has contract with employer,Female,Ethnic Korean
300,2x1,362,1,1,Resettle,North Korea,Fluent Korean,Agricultural worker,Will look for work after arrival,Male,Non-ethnic Korean
300,2x2,362,2,0,Study,United States,Spoke via interpreter,Doctor,Has contract with employer,Male,Ethnic Korean
300,3x1,362,1,1,Study,North Korea,Broken Korean,Childcare provider,Job interviews only,Female,Ethnic Korean
300,3x2,362,2,0,Resettle,Vietnam,Tried Korean but unable,Agricultural worker,Will look for work after arrival,Female,Non-ethnic Korean
300,4x1,362,1,1,Resettle,United States,Spoke via interpreter,Doctor,Job interviews only,Female,Ethnic Korean
300,4x2,362,2,0,Resettle,Japan,Spoke via interpreter,Agricultural worker,Job interviews only,Male,Non-ethnic Korean
300,5x1,362,1,1,Claim asylum,Yemen,Fluent Korean,Nurse,Will look for work after arrival,Male,Ethnic Korean
300,5x2,362,2,0,Study,Yemen,Tried Korean but unable,Office worker,No plans to look for work,Male,Ethnic Korean
300,6x1,362,1,0,Claim asylum,Vietnam,Spoke via interpreter,Teacher,Job interviews only,Male,Non-ethnic Korean
300,6x2,362,2,1,Claim asylum,Vietnam,Broken Korean,Nurse,Will look for work after arrival,Female,Non-ethnic Korean
304,1x1,367,1,1,Resettle,Vietnam,Spoke via interpreter,Nurse,Will look for work after arrival,Female,Non-ethnic Korean
304,1x2,367,2,0,Short-term work,Vietnam,Broken Korean,Nurse,Will look for work after arrival,Male,Ethnic Korean
304,2x1,367,1,1,Short-term work,China,Broken Korean,Agricultural worker,Will look for work after arrival,Male,Ethnic Korean
304,2x2,367,2,0,Short-term work,Yemen,Spoke via interpreter,Office worker,No plans to look for work,Male,Ethnic Korean
304,3x1,367,1,0,Resettle,Yemen,Spoke via interpreter,Teacher,Job interviews only,Female,Ethnic Korean
304,3x2,367,2,1,Study,Japan,Broken Korean,Teacher,Will look for work after arrival,Male,Ethnic Korean
304,4x1,367,1,1,Claim asylum,United States,Broken Korean,Childcare provider,Has contract with employer,Female,Non-ethnic Korean
304,4x2,367,2,0,Resettle,Yemen,Tried Korean but unable,Nurse,No plans to look for work,Female,Non-ethnic Korean
304,5x1,367,1,1,Short-term work,Japan,Fluent Korean,Doctor,Will look for work after arrival,Male,Non-ethnic Korean
304,5x2,367,2,0,Claim asylum,North Korea,Spoke via interpreter,Research scientist,Will look for work after arrival,Female,Non-ethnic Korean
304,6x1,367,1,1,Claim asylum,Yemen,Fluent Korean,Computer programmer,Has contract with employer,Female,Non-ethnic Korean
304,6x2,367,2,0,Resettle,Japan,Fluent Korean,Doctor,No plans to look for work,Female,Ethnic Korean
308,1x1,371,1,0,Short-term work,United States,Fluent Korean,Office worker,No plans to look for work,Male,Non-ethnic Korean
308,1x2,371,2,1,Study,Japan,Tried Korean but unable,Teacher,Has contract with employer,Male,Ethnic Korean
308,2x1,371,1,0,Claim asylum,Japan,Broken Korean,Childcare provider,Has contract with employer,Female,Non-ethnic Korean
308,2x2,371,2,1,Resettle,North Korea,Tried Korean but unable,Agricultural worker,No plans to look for work,Female,Ethnic Korean
308,3x1,371,1,1,Resettle,China,Fluent Korean,Computer programmer,Will look for work after arrival,Female,Non-ethnic Korean
308,3x2,371,2,0,Claim asylum,Yemen,Tried Korean but unable,Agricultural worker,No plans to look for work,Female,Non-ethnic Korean
308,4x1,371,1,1,Resettle,Japan,Broken Korean,Research scientist,Job interviews only,Male,Ethnic Korean
308,4x2,371,2,0,Short-term work,Japan,Tried Korean but unable,Agricultural worker,Job interviews only,Female,Non-ethnic Korean
308,5x1,371,1,1,Claim asylum,North Korea,Fluent Korean,Teacher,Has contract with employer,Female,Non-ethnic Korean
308,5x2,371,2,0,Short-term work,Japan,Fluent Korean,Doctor,Will look for work after arrival,Male,Non-ethnic Korean
308,6x1,371,1,1,Short-term work,North Korea,Fluent Korean,Agricultural worker,Has contract with employer,Female,Non-ethnic Korean
308,6x2,371,2,0,Short-term work,United States,Fluent Korean,Teacher,No plans to look for work,Male,Ethnic Korean
312,1x1,375,1,1,Study,Japan,Fluent Korean,Office worker,Will look for work after arrival,Male,Non-ethnic Korean
312,1x2,375,2,0,Short-term work,China,Tried Korean but unable,Nurse,Has contract with employer,Female,Ethnic Korean
312,2x1,375,1,0,Resettle,Japan,Broken Korean,Teacher,No plans to look for work,Female,Ethnic Korean
312,2x2,375,2,1,Study,United States,Tried Korean but unable,Teacher,Will look for work after arrival,Female,Ethnic Korean
312,3x1,375,1,1,Resettle,Japan,Tried Korean but unable,Agricultural worker,Has contract with employer,Male,Non-ethnic Korean
312,3x2,375,2,0,Short-term work,United States,Broken Korean,Computer programmer,Will look for work after arrival,Male,Ethnic Korean
312,4x1,375,1,1,Resettle,United States,Fluent Korean,Research scientist,Has contract with employer,Male,Ethnic Korean
312,4x2,375,2,0,Study,Japan,Tried Korean but unable,Nurse,Has contract with employer,Male,Ethnic Korean
312,5x1,375,1,1,Claim asylum,United States,Tried Korean but unable,Doctor,Will look for work after arrival,Female,Ethnic Korean
312,5x2,375,2,0,Study,United States,Spoke via interpreter,Teacher,No plans to look for work,Female,Non-ethnic Korean
312,6x1,375,1,1,Study,Japan,Fluent Korean,Teacher,Has contract with employer,Female,Non-ethnic Korean
312,6x2,375,2,0,Short-term work,Yemen,Fluent Korean,Teacher,Will look for work after arrival,Male,Ethnic Korean
313,1x1,376,1,1,Claim asylum,United States,Tried Korean but unable,Office worker,Job interviews only,Male,Non-ethnic Korean
313,1x2,376,2,0,Claim asylum,China,Tried Korean but unable,Childcare provider,Will look for work after arrival,Male,Non-ethnic Korean
313,2x1,376,1,1,Short-term work,North Korea,Tried Korean but unable,Doctor,Job interviews only,Male,Ethnic Korean
313,2x2,376,2,0,Study,Japan,Fluent Korean,Research scientist,Has contract with employer,Male,Non-ethnic Korean
313,3x1,376,1,1,Study,Yemen,Spoke via interpreter,Childcare provider,Job interviews only,Male,Ethnic Korean
313,3x2,376,2,0,Resettle,Yemen,Spoke via interpreter,Agricultural worker,Job interviews only,Female,Ethnic Korean
313,4x1,376,1,0,Study,China,Spoke via interpreter,Nurse,Job interviews only,Female,Non-ethnic Korean
313,4x2,376,2,1,Short-term work,China,Broken Korean,Childcare provider,Job interviews only,Female,Ethnic Korean
313,5x1,376,1,1,Claim asylum,North Korea,Spoke via interpreter,Office worker,Will look for work after arrival,Male,Ethnic Korean
313,5x2,376,2,0,Study,United States,Tried Korean but unable,Nurse,Has contract with employer,Male,Non-ethnic Korean
313,6x1,376,1,0,Resettle,Japan,Spoke via interpreter,Doctor,No plans to look for work,Male,Ethnic Korean
313,6x2,376,2,1,Study,Vietnam,Broken Korean,Nurse,Has contract with employer,Male,Non-ethnic Korean
316,1x1,379,1,1,Short-term work,Vietnam,Spoke via interpreter,Childcare provider,Job interviews only,Female,Ethnic Korean
316,1x2,379,2,0,Resettle,Vietnam,Spoke via interpreter,Agricultural worker,No plans to look for work,Female,Ethnic Korean
316,2x1,379,1,1,Study,United States,Tried Korean but unable,Agricultural worker,Will look for work after arrival,Female,Non-ethnic Korean
316,2x2,379,2,0,Resettle,Vietnam,Fluent Korean,Teacher,Has contract with employer,Male,Non-ethnic Korean
316,3x1,379,1,1,Claim asylum,Yemen,Spoke via interpreter,Childcare provider,Job interviews only,Female,Ethnic Korean
316,3x2,379,2,0,Claim asylum,North Korea,Broken Korean,Research scientist,No plans to look for work,Female,Non-ethnic Korean
316,4x1,379,1,0,Resettle,United States,Fluent Korean,Teacher,No plans to look for work,Male,Non-ethnic Korean
316,4x2,379,2,1,Resettle,Vietnam,Fluent Korean,Office worker,Has contract with employer,Male,Ethnic Korean
316,5x1,379,1,1,Resettle,United States,Spoke via interpreter,Teacher,Job interviews only,Male,Non-ethnic Korean
316,5x2,379,2,0,Resettle,Japan,Fluent Korean,Childcare provider,Job interviews only,Male,Ethnic Korean
316,6x1,379,1,1,Short-term work,Yemen,Tried Korean but unable,Research scientist,Has contract with employer,Male,Ethnic Korean
316,6x2,379,2,0,Claim asylum,China,Broken Korean,Teacher,Has contract with employer,Male,Non-ethnic Korean
318,1x1,381,1,1,Study,United States,Fluent Korean,Research scientist,Job interviews only,Female,Ethnic Korean
318,1x2,381,2,0,Resettle,Japan,Fluent Korean,Agricultural worker,Job interviews only,Male,Non-ethnic Korean
318,2x1,381,1,1,Short-term work,North Korea,Broken Korean,Office worker,Will look for work after arrival,Male,Ethnic Korean
318,2x2,381,2,0,Short-term work,North Korea,Fluent Korean,Office worker,Job interviews only,Female,Ethnic Korean
318,3x1,381,1,1,Resettle,China,Broken Korean,Doctor,Has contract with employer,Female,Ethnic Korean
318,3x2,381,2,0,Resettle,Japan,Tried Korean but unable,Computer programmer,Job interviews only,Male,Non-ethnic Korean
318,4x1,381,1,0,Short-term work,Japan,Spoke via interpreter,Doctor,Has contract with employer,Female,Non-ethnic Korean
318,4x2,381,2,1,Short-term work,Japan,Fluent Korean,Nurse,Has contract with employer,Female,Ethnic Korean
318,5x1,381,1,1,Resettle,Japan,Fluent Korean,Agricultural worker,Has contract with employer,Male,Ethnic Korean
318,5x2,381,2,0,Short-term work,United States,Broken Korean,Agricultural worker,Has contract with employer,Male,Non-ethnic Korean
318,6x1,381,1,0,Resettle,United States,Spoke via interpreter,Childcare provider,Will look for work after arrival,Male,Non-ethnic Korean
318,6x2,381,2,1,Claim asylum,North Korea,Broken Korean,Childcare provider,No plans to look for work,Female,Ethnic Korean
319,1x1,382,1,1,Claim asylum,China,Spoke via interpreter,Computer programmer,Job interviews only,Female,Ethnic Korean
319,1x2,382,2,0,Study,Yemen,Tried Korean but unable,Computer programmer,No plans to look for work,Female,Non-ethnic Korean
319,2x1,382,1,1,Resettle,North Korea,Fluent Korean,Computer programmer,Has contract with employer,Female,Ethnic Korean
319,2x2,382,2,0,Resettle,Yemen,Tried Korean but unable,Teacher,Has contract with employer,Female,Non-ethnic Korean
319,3x1,382,1,0,Short-term work,Yemen,Spoke via interpreter,Research scientist,Job interviews only,Female,Ethnic Korean
319,3x2,382,2,1,Resettle,Vietnam,Spoke via interpreter,Doctor,No plans to look for work,Female,Non-ethnic Korean
319,4x1,382,1,0,Claim asylum,Japan,Tried Korean but unable,Teacher,No plans to look for work,Male,Non-ethnic Korean
319,4x2,382,2,1,Short-term work,China,Spoke via interpreter,Computer programmer,Has contract with employer,Female,Non-ethnic Korean
319,5x1,382,1,0,Study,China,Spoke via interpreter,Nurse,No plans to look for work,Male,Ethnic Korean
319,5x2,382,2,1,Study,Japan,Fluent Korean,Nurse,No plans to look for work,Male,Non-ethnic Korean
319,6x1,382,1,1,Study,Yemen,Broken Korean,Agricultural worker,Job interviews only,Male,Non-ethnic Korean
319,6x2,382,2,0,Study,Vietnam,Broken Korean,Office worker,No plans to look for work,Male,Ethnic Korean
325,1x1,388,1,1,Short-term work,United States,Tried Korean but unable,Computer programmer,No plans to look for work,Female,Non-ethnic Korean
325,1x2,388,2,0,Short-term work,North Korea,Broken Korean,Doctor,Has contract with employer,Male,Non-ethnic Korean
325,2x1,388,1,0,Claim asylum,Vietnam,Broken Korean,Teacher,No plans to look for work,Female,Ethnic Korean
325,2x2,388,2,1,Claim asylum,Japan,Broken Korean,Agricultural worker,Will look for work after arrival,Female,Non-ethnic Korean
325,3x1,388,1,1,Resettle,Vietnam,Spoke via interpreter,Computer programmer,Has contract with employer,Male,Ethnic Korean
325,3x2,388,2,0,Resettle,Yemen,Spoke via interpreter,Childcare provider,No plans to look for work,Female,Non-ethnic Korean
325,4x1,388,1,0,Claim asylum,Vietnam,Broken Korean,Agricultural worker,Job interviews only,Female,Ethnic Korean
325,4x2,388,2,1,Claim asylum,Yemen,Tried Korean but unable,Nurse,Has contract with employer,Male,Ethnic Korean
325,5x1,388,1,1,Resettle,North Korea,Fluent Korean,Doctor,Will look for work after arrival,Male,Non-ethnic Korean
325,5x2,388,2,0,Study,Japan,Spoke via interpreter,Agricultural worker,No plans to look for work,Female,Ethnic Korean
325,6x1,388,1,0,Claim asylum,North Korea,Spoke via interpreter,Agricultural worker,Will look for work after arrival,Female,Ethnic Korean
325,6x2,388,2,1,Study,Vietnam,Broken Korean,Doctor,Will look for work after arrival,Male,Ethnic Korean
327,1x1,390,1,0,Claim asylum,Vietnam,Spoke via interpreter,Research scientist,No plans to look for work,Male,Ethnic Korean
327,1x2,390,2,1,Short-term work,Japan,Tried Korean but unable,Agricultural worker,Will look for work after arrival,Female,Ethnic Korean
327,2x1,390,1,0,Study,United States,Tried Korean but unable,Teacher,Has contract with employer,Female,Non-ethnic Korean
327,2x2,390,2,1,Study,Vietnam,Spoke via interpreter,Teacher,Has contract with employer,Female,Non-ethnic Korean
327,3x1,390,1,1,Study,China,Spoke via interpreter,Childcare provider,Job interviews only,Female,Ethnic Korean
327,3x2,390,2,0,Short-term work,North Korea,Broken Korean,Research scientist,Job interviews only,Female,Non-ethnic Korean
327,4x1,390,1,0,Study,United States,Broken Korean,Childcare provider,No plans to look for work,Female,Ethnic Korean
327,4x2,390,2,1,Short-term work,North Korea,Fluent Korean,Nurse,Has contract with employer,Female,Non-ethnic Korean
327,5x1,390,1,0,Resettle,Yemen,Fluent Korean,Doctor,Will look for work after arrival,Male,Non-ethnic Korean
327,5x2,390,2,1,Study,Vietnam,Fluent Korean,Teacher,Has contract with employer,Female,Ethnic Korean
327,6x1,390,1,0,Short-term work,Yemen,Tried Korean but unable,Childcare provider,Has contract with employer,Male,Non-ethnic Korean
327,6x2,390,2,1,Short-term work,Vietnam,Fluent Korean,Computer programmer,No plans to look for work,Female,Ethnic Korean
329,1x1,392,1,1,Resettle,North Korea,Fluent Korean,Computer programmer,Job interviews only,Male,Ethnic Korean
329,1x2,392,2,0,Claim asylum,Yemen,Spoke via interpreter,Research scientist,Will look for work after arrival,Female,Ethnic Korean
329,2x1,392,1,0,Short-term work,Japan,Fluent Korean,Computer programmer,No plans to look for work,Male,Non-ethnic Korean
329,2x2,392,2,1,Resettle,China,Broken Korean,Doctor,Has contract with employer,Female,Non-ethnic Korean
329,3x1,392,1,0,Study,Japan,Broken Korean,Research scientist,Has contract with employer,Male,Ethnic Korean
329,3x2,392,2,1,Claim asylum,China,Fluent Korean,Agricultural worker,Will look for work after arrival,Male,Ethnic Korean
329,4x1,392,1,1,Study,Yemen,Tried Korean but unable,Office worker,Job interviews only,Male,Ethnic Korean
329,4x2,392,2,0,Claim asylum,Vietnam,Broken Korean,Computer programmer,Will look for work after arrival,Female,Non-ethnic Korean
329,5x1,392,1,1,Short-term work,United States,Spoke via interpreter,Doctor,Has contract with employer,Female,Non-ethnic Korean
329,5x2,392,2,0,Study,Japan,Fluent Korean,Nurse,No plans to look for work,Male,Non-ethnic Korean
329,6x1,392,1,1,Resettle,United States,Spoke via interpreter,Childcare provider,No plans to look for work,Female,Non-ethnic Korean
329,6x2,392,2,0,Claim asylum,North Korea,Spoke via interpreter,Teacher,No plans to look for work,Male,Non-ethnic Korean
333,1x1,397,1,0,Short-term work,Yemen,Broken Korean,Agricultural worker,Has contract with employer,Female,Ethnic Korean
333,1x2,397,2,1,Claim asylum,United States,Tried Korean but unable,Teacher,Job interviews only,Female,Ethnic Korean
333,2x1,397,1,0,Claim asylum,Yemen,Tried Korean but unable,Teacher,Has contract with employer,Female,Ethnic Korean
333,2x2,397,2,1,Resettle,China,Broken Korean,Nurse,Has contract with employer,Female,Non-ethnic Korean
333,3x1,397,1,0,Resettle,North Korea,Fluent Korean,Teacher,Has contract with employer,Female,Ethnic Korean
333,3x2,397,2,1,Short-term work,China,Fluent Korean,Doctor,Will look for work after arrival,Male,Non-ethnic Korean
333,4x1,397,1,0,Claim asylum,Vietnam,Tried Korean but unable,Nurse,No plans to look for work,Female,Non-ethnic Korean
333,4x2,397,2,1,Study,China,Spoke via interpreter,Teacher,Job interviews only,Male,Non-ethnic Korean
333,5x1,397,1,1,Claim asylum,Japan,Tried Korean but unable,Teacher,No plans to look for work,Female,Non-ethnic Korean
333,5x2,397,2,0,Resettle,China,Tried Korean but unable,Childcare provider,No plans to look for work,Female,Ethnic Korean
333,6x1,397,1,0,Resettle,North Korea,Fluent Korean,Research scientist,No plans to look for work,Female,Non-ethnic Korean
333,6x2,397,2,1,Study,Japan,Broken Korean,Nurse,No plans to look for work,Male,Non-ethnic Korean
338,1x1,403,1,1,Short-term work,United States,Broken Korean,Agricultural worker,No plans to look for work,Female,Non-ethnic Korean
338,1x2,403,2,0,Short-term work,North Korea,Broken Korean,Computer programmer,Has contract with employer,Female,Ethnic Korean
338,2x1,403,1,1,Claim asylum,Yemen,Fluent Korean,Doctor,No plans to look for work,Male,Non-ethnic Korean
338,2x2,403,2,0,Study,Yemen,Tried Korean but unable,Teacher,No plans to look for work,Male,Non-ethnic Korean
338,3x1,403,1,1,Resettle,United States,Spoke via interpreter,Nurse,Will look for work after arrival,Female,Ethnic Korean
338,3x2,403,2,0,Claim asylum,China,Broken Korean,Research scientist,No plans to look for work,Male,Ethnic Korean
338,4x1,403,1,0,Resettle,United States,Spoke via interpreter,Nurse,Will look for work after arrival,Female,Ethnic Korean
338,4x2,403,2,1,Study,China,Broken Korean,Childcare provider,Job interviews only,Male,Ethnic Korean
338,5x1,403,1,1,Short-term work,China,Tried Korean but unable,Office worker,Has contract with employer,Female,Ethnic Korean
338,5x2,403,2,0,Resettle,Yemen,Broken Korean,Research scientist,Will look for work after arrival,Male,Non-ethnic Korean
338,6x1,403,1,1,Short-term work,United States,Fluent Korean,Childcare provider,Has contract with employer,Male,Ethnic Korean
338,6x2,403,2,0,Resettle,North Korea,Tried Korean but unable,Office worker,No plans to look for work,Male,Ethnic Korean
339,1x1,404,1,1,Claim asylum,Japan,Fluent Korean,Agricultural worker,Will look for work after arrival,Female,Non-ethnic Korean
339,1x2,404,2,0,Resettle,North Korea,Fluent Korean,Computer programmer,Has contract with employer,Male,Ethnic Korean
339,2x1,404,1,0,Short-term work,Yemen,Tried Korean but unable,Research scientist,No plans to look for work,Male,Non-ethnic Korean
339,2x2,404,2,1,Short-term work,United States,Fluent Korean,Childcare provider,Will look for work after arrival,Male,Non-ethnic Korean
339,3x1,404,1,1,Claim asylum,North Korea,Broken Korean,Nurse,Has contract with employer,Female,Non-ethnic Korean
339,3x2,404,2,0,Resettle,Japan,Fluent Korean,Research scientist,Has contract with employer,Female,Non-ethnic Korean
339,4x1,404,1,1,Short-term work,United States,Tried Korean but unable,Childcare provider,Has contract with employer,Male,Ethnic Korean
339,4x2,404,2,0,Study,Vietnam,Broken Korean,Childcare provider,No plans to look for work,Male,Non-ethnic Korean
339,5x1,404,1,1,Study,North Korea,Broken Korean,Childcare provider,Has contract with employer,Male,Non-ethnic Korean
339,5x2,404,2,0,Study,Yemen,Tried Korean but unable,Office worker,No plans to look for work,Female,Ethnic Korean
339,6x1,404,1,1,Short-term work,Vietnam,Spoke via interpreter,Computer programmer,Will look for work after arrival,Female,Ethnic Korean
339,6x2,404,2,0,Claim asylum,Yemen,Broken Korean,Computer programmer,Will look for work after arrival,Male,Ethnic Korean
340,1x1,405,1,0,Study,Vietnam,Broken Korean,Teacher,Will look for work after arrival,Female,Non-ethnic Korean
340,1x2,405,2,1,Claim asylum,China,Fluent Korean,Computer programmer,Has contract with employer,Male,Non-ethnic Korean
340,2x1,405,1,1,Study,Vietnam,Spoke via interpreter,Nurse,Will look for work after arrival,Male,Ethnic Korean
340,2x2,405,2,0,Claim asylum,Yemen,Spoke via interpreter,Computer programmer,Will look for work after arrival,Male,Non-ethnic Korean
340,3x1,405,1,0,Resettle,North Korea,Spoke via interpreter,Teacher,Will look for work after arrival,Female,Non-ethnic Korean
340,3x2,405,2,1,Study,North Korea,Tried Korean but unable,Office worker,Has contract with employer,Male,Ethnic Korean
